TopDepth,BottomDepth,NO3_ppb,NO3_uM,TopAge,BottomAge
1416.69,1416.87,79.18,1.2771,8452.2,8454.3
1416.87,1417.07,105.098,1.6951,8454.3,8456.1
1417.07,1417.27,66.097,1.0661,8456.1,8458
1417.27,1417.47,74.096,1.1951,8458,8460.2
1417.47,1417.67,96.046,1.5491,8460.2,8462.3
1417.67,1417.87,92.573,1.4931,8462.3,8464.2
1417.87,1418.07,66.097,1.0661,8464.2,8466
1418.07,1418.27,88.233,1.4231,8466,8468.4
1418.27,1418.47,81.66,1.3171,8468.4,8469.9
1418.47,1418.67,66.965,1.0801,8469.9,8471.9
1418.67,1418.87,88.729,1.4311,8471.9,8474.1
1418.87,1419.07,87.737,1.4151,8474.1,8475.9
1419.07,1419.27,92.883,1.4981,8475.9,8478.5
1419.27,1419.47,81.784,1.3191,8478.5,8480.3
1419.47,1419.67,73.414,1.1841,8480.3,8482.3
1419.67,1419.87,82.094,1.3241,8482.3,8483.6
1419.87,1420.07,73.352,1.1831,8483.6,8485
1420.07,1420.27,103.238,1.6651,8485,8487
1420.27,1420.47,99.27,1.6011,8487,8489.3
1420.47,1420.67,90.341,1.4571,8489.3,8491.5
1420.67,1420.87,84.389,1.3611,8491.5,8492.9
1420.91,1421.07,102.68,1.6561,8493.5,8495.3
1421.07,1421.27,82.653,1.3331,8495.3,8497.4
1421.27,1421.47,116.507,1.8791,8497.4,8499.9
1421.47,1421.67,94.743,1.5281,8499.9,8501.5
1421.67,1421.87,81.102,1.3081,8501.5,8503.3
1421.87,1422.07,85.443,1.3781,8503.3,8505.3
1422.07,1422.27,87.551,1.4121,8505.3,8507.2
1422.27,1422.47,83.459,1.3461,8507.2,8509.7
1422.47,1422.67,94.619,1.5261,8509.7,8511.6
1422.67,1422.87,73.414,1.1841,8511.6,8513.3
1422.87,1423.07,70.624,1.1391,8513.3,8514.9
1423.07,1423.27,72.422,1.1681,8514.9,8516.7
1423.27,1423.47,70.624,1.1391,8516.7,8518.2
1423.47,1423.67,79.118,1.2761,8518.2,8520.6
1423.67,1423.87,69.632,1.1231,8520.6,8522.7
1423.87,1424.07,79.056,1.2751,8522.7,8524.5
1424.07,1424.27,95.984,1.5481,8524.5,8526.5
1424.27,1424.47,72.484,1.1691,8526.5,8528.3
1424.47,1424.67,73.538,1.1861,8528.3,8530.3
1424.67,1424.87,93.937,1.5151,8530.3,8532.2
1424.87,1425.07,70.934,1.1441,8532.2,8534.1
1425.07,1425.27,93.999,1.5161,8534.1,8536.2
1425.27,1425.47,76.018,1.2261,8536.2,8537.9
1425.47,1425.67,76.018,1.2261,8537.9,8540.1
1425.67,1425.87,68.825,1.1101,8540.1,8541.9
1425.87,1426.07,91.023,1.4681,8541.9,8543.9
1426.07,1426.27,86.249,1.3911,8543.9,8546.3
1426.27,1426.47,92.821,1.4971,8546.3,8548.5
1426.47,1426.67,70.376,1.1351,8548.5,8550.3
1426.67,1426.87,89.721,1.4471,8550.3,8552.4
1426.87,1427.07,94.868,1.5301,8552.4,8554.2
1427.07,1427.28,80.172,1.2931,8554.2,8556.2
1427.28,1427.48,77.94,1.2571,8556.2,8558.1
1427.48,1427.71,73.724,1.1891,8558.1,8560.3
1427.71,1427.97,79.8,1.2871,8560.3,8562.2
1427.97,1428.19,84.451,1.3621,8562.2,8564.2
1428.19,1428.4,92.883,1.4981,8564.2,8565.9
1428.4,1428.67,91.023,1.4681,8565.9,8568.2
1428.67,1428.85,91.829,1.4811,8568.2,8570.1
1428.85,1429.07,81.474,1.3141,8570.1,8572.1
1429.07,1429.28,74.53,1.2021,8572.1,8574.1
1429.28,1429.54,73.786,1.1901,8574.1,8575.9
1429.54,1429.75,82.405,1.3291,8575.9,8577.5
1429.75,1429.96,74.034,1.1941,8577.5,8579
1429.96,1430.2,88.233,1.4231,8579,8580.9
1430.2,1430.4,67.957,1.0961,8580.9,8582.9
1430.4,1430.62,68.763,1.1091,8582.9,8584.9
1430.62,1430.8,86.807,1.4001,8584.9,8586.9
1430.8,1431,81.97,1.3221,8586.9,8588.6
1431,1431.3,90.403,1.4581,8588.6,8591.8
1431.3,1431.51,78.126,1.2601,8591.8,8593.9
1431.51,1431.81,78.808,1.2711,8593.9,8596.6
1431.81,1432.06,92.325,1.4891,8596.6,8599.1
1432.06,1432.26,89.969,1.4511,8599.1,8601.1
1432.26,1432.53,94.93,1.5311,8601.1,8603.8
1432.8,1433.05,86.559,1.3961,8606,8608
1433.05,1433.27,89.039,1.4361,8608,8610.2
1433.27,1433.44,65.043,1.0491,8610.2,8611.6
1433.44,1433.6,94.619,1.5261,8611.6,8613.3
1433.6,1433.77,100.882,1.6271,8613.3,8615.3
1433.77,1433.97,70.996,1.1451,8615.3,8617.2
1433.97,1434.17,104.478,1.6851,8617.2,8618.4
1434.17,1434.42,72.484,1.1691,8618.4,8621
1434.42,1434.59,76.452,1.2331,8621,8622.4
1434.59,1434.74,84.637,1.3651,8622.4,8624
1434.74,1434.93,84.079,1.3561,8624,8626
1434.93,1435.11,108.943,1.7571,8626,8627.9
1435.11,1435.32,94.805,1.5291,8627.9,8629.9
1435.32,1435.52,88.233,1.4231,8629.9,8631.9
1435.52,1435.74,66.841,1.0781,8631.9,8634.1
1435.74,1435.95,84.947,1.3701,8634.1,8636
1435.95,1436.23,83.583,1.3481,8636,8638.2
1436.23,1436.41,85.071,1.3721,8638.2,8639.8
1436.41,1436.69,82.777,1.3351,8639.8,8642.1
1436.69,1436.93,87.551,1.4121,8642.1,8644.1
1436.93,1437.04,93.627,1.5101,8644.1,8645.1
1437.04,1437.22,101.75,1.6411,8645.1,8647.3
1437.22,1437.58,79.8,1.2871,8647.3,8650.9
1437.58,1437.77,92.511,1.4921,8650.9,8652.5
1437.77,1437.95,57.107,0.9211,8652.5,8654.2
1437.95,1438.11,82.901,1.3371,8654.2,8655.6
1438.11,1438.34,96.79,1.5611,8655.6,8657.7
1438.34,1438.51,85.939,1.3861,8657.7,8659.2
1438.51,1438.7,70.872,1.1431,8659.2,8660.3
1438.7,1438.88,89.845,1.4491,8660.3,8662
1438.88,1439.09,95.302,1.5371,8662,8664
1439.09,1439.28,122.956,1.9832,8664,8665.9
1439.28,1439.48,81.536,1.3151,8665.9,8667.9
1439.48,1439.7,84.699,1.3661,8667.9,8670.1
1439.7,1439.87,72.05,1.1621,8670.1,8672
1439.87,1440.1,83.273,1.3431,8672,8674
1440.1,1440.31,82.901,1.3371,8674,8676.1
1440.31,1440.52,91.829,1.4811,8676.1,8677.9
1440.52,1440.75,70.934,1.1441,8677.9,8680
1440.75,1440.93,84.761,1.3671,8680,8682.2
1440.93,1441.13,87.179,1.4061,8682.2,8684.3
1441.13,1441.34,73.662,1.1881,8684.3,8686.2
1441.34,1441.54,104.85,1.6911,8686.2,8687.8
1441.54,1441.73,68.143,1.0991,8687.8,8690.2
1441.73,1441.93,58.223,0.9391,8690.2,8692.1
1441.93,1442.1,91.891,1.4821,8692.1,8694.8
1442.1,1442.26,58.223,0.9391,8694.8,8696.5
1442.45,1442.65,101.192,1.6321,8698.5,8700.2
1442.65,1442.84,86.621,1.3971,8700.2,8702.2
1442.84,1443.05,77.692,1.2531,8702.2,8704
1443.05,1443.19,99.58,1.6061,8704,8705.8
1443.19,1443.43,79.304,1.2791,8705.8,8708
1443.43,1443.66,90.403,1.4581,8708,8710
1443.66,1443.87,84.451,1.3621,8710,8712.2
1443.87,1444.11,78.064,1.2591,8712.2,8714
1444.11,1444.26,91.209,1.4711,8714,8715.4
1444.26,1444.47,94.805,1.5291,8715.4,8717
1444.47,1444.73,92.635,1.4941,8717,8719
1444.73,1444.93,89.101,1.4371,8719,8721.3
1444.93,1445.17,82.777,1.3351,8721.3,8724
1445.4,1445.67,78.994,1.2741,8726,8728.1
1445.67,1445.83,78.188,1.2611,8728.1,8729.7
1445.83,1445.96,91.457,1.4751,8729.7,8731
1445.96,1446.14,81.102,1.3081,8731,8733.1
1446.14,1446.38,76.204,1.2291,8733.1,8735.1
1446.38,1446.56,78.808,1.2711,8735.1,8736.9
1446.56,1446.76,73.6,1.1871,8736.9,8738.8
1446.76,1447,76.266,1.2301,8738.8,8741.3
1447,1447.2,86.497,1.3951,8741.3,8742.9
1447.2,1447.4,70.996,1.1451,8742.9,8744.8
1447.4,1447.6,87.737,1.4151,8744.8,8746.5
1447.6,1447.8,82.218,1.3261,8746.5,8748
1447.8,1448,93.255,1.5041,8748,8750.2
1448,1448.21,79.428,1.2811,8750.2,8752.2
1448.21,1448.4,100.634,1.6231,8752.2,8753.5
1448.4,1448.6,81.288,1.3111,8753.5,8755.8
1448.6,1448.8,79.056,1.2751,8755.8,8757.4
1448.8,1449,111.299,1.7951,8757.4,8759.4
1449,1449.2,102.246,1.6491,8759.4,8760.8
1449.2,1449.4,89.349,1.4411,8760.8,8762.3
1449.4,1449.6,91.147,1.4701,8762.3,8764.4
1449.6,1449.8,95.24,1.5361,8764.4,8766.2
1449.8,1450,69.073,1.1141,8766.2,8768.4
1450,1450.2,89.101,1.4371,8768.4,8770.4
1450.2,1450.4,89.163,1.4381,8770.4,8772.2
1450.4,1450.6,86.869,1.4011,8772.2,8774.1
1450.6,1450.8,78.188,1.2611,8774.1,8775.9
1450.8,1451,74.654,1.2041,8775.9,8777.6
1451.01,1451.2,92.201,1.4871,8777.6,8779.8
1451.2,1451.4,106.4,1.7161,8779.8,8781.6
1451.4,1451.59,79.986,1.2901,8781.6,8783.4
1451.59,1451.8,67.709,1.0921,8783.4,8785.5
1451.8,1452,89.535,1.4441,8785.5,8787.7
1452,1452.2,80.73,1.3021,8787.7,8790.3
1452.2,1452.4,82.405,1.3291,8790.3,8793
1452.4,1452.6,95.24,1.5361,8793,8794.8
1452.6,1452.8,95.364,1.5381,8794.8,8796.1
1452.8,1453,81.35,1.3121,8796.1,8798.3
1453,1453.2,78.622,1.2681,8798.3,8800.4
1453.2,1453.4,77.754,1.2541,8800.4,8802.1
1453.4,1453.6,84.141,1.3571,8802.1,8804.4
1453.6,1453.8,88.543,1.4281,8804.4,8806.3
1453.8,1454,92.511,1.4921,8806.3,8808.2
1454,1454.2,93.565,1.5091,8808.2,8810.3
1454.2,1454.4,94.247,1.5201,8810.3,8812.3
1454.4,1454.6,94.619,1.5261,8812.3,8814.4
1454.6,1454.8,96.604,1.5581,8814.4,8816.5
1454.8,1455,91.767,1.4801,8816.5,8818.5
1455,1455.2,61.261,0.9881,8818.5,8820.2
1455.2,1455.4,86.497,1.3951,8820.2,8822.4
1455.4,1455.6,78.622,1.2681,8822.4,8824.7
1455.6,1455.8,82.157,1.3251,8824.7,8826.6
1455.8,1456,74.468,1.2011,8826.6,8829
1456,1456.2,72.174,1.1641,8829,8831.1
1456.2,1456.4,78.56,1.2671,8831.1,8833.1
1456.4,1456.6,62.749,1.0121,8833.1,8835.6
1456.6,1456.8,69.383,1.1191,8835.6,8837.7
1456.8,1457,75.956,1.2251,8837.7,8839.8
1457,1457.2,97.658,1.5751,8839.8,8841.5
1457.2,1457.4,77.878,1.2561,8841.5,8843.5
1457.4,1457.6,108.633,1.7521,8843.5,8845.6
1457.6,1457.8,100.014,1.6131,8845.6,8848
1457.8,1458,74.468,1.2011,8848,8850.1
1458,1458.2,63.245,1.0201,8850.1,8851.8
1458.2,1458.4,80.234,1.2941,8851.8,8854
1458.4,1458.6,70.252,1.1331,8854,8855.8
1458.6,1458.8,91.519,1.4761,8855.8,8857.6
1458.8,1459,73.476,1.1851,8857.6,8859.3
1459,1459.2,87.613,1.4131,8859.3,8861.1
1459.2,1459.4,68.701,1.1081,8861.1,8863
1459.4,1459.6,75.832,1.2231,8863,8865.6
1459.6,1459.8,87.055,1.4041,8865.6,8867.5
1459.8,1460,76.7,1.2371,8867.5,8869.4
1460,1460.2,87.055,1.4041,8869.4,8871.3
1460.2,1460.41,69.445,1.1201,8871.3,8873.3
1460.41,1460.6,67.895,1.0951,8873.3,8875.6
1460.6,1460.8,78.746,1.2701,8875.6,8877.7
1460.8,1461,67.833,1.0941,8877.7,8879.6
1461,1461.2,76.886,1.2401,8879.6,8881.5
1461.2,1461.4,98.216,1.5841,8881.5,8883.4
1461.4,1461.6,67.957,1.0961,8883.4,8885.2
1461.6,1461.8,64.795,1.0451,8885.2,8887.1
1461.8,1462,62.873,1.0141,8887.1,8888.7
1462,1462.2,98.092,1.5821,8888.7,8890.9
1462.2,1462.4,76.948,1.2411,8890.9,8892.6
1462.4,1462.6,65.663,1.0591,8892.6,8894.4
1462.6,1462.8,99.952,1.6121,8894.4,8895.9
1462.8,1463,97.038,1.5651,8895.9,8897.8
1463,1463.2,87.117,1.4051,8897.8,8899.7
1463.2,1463.4,84.203,1.3581,8899.7,8901.3
1463.4,1463.6,90.279,1.4561,8901.3,8903.2
1463.6,1463.8,98.65,1.5911,8903.2,8905.1
1463.8,1464,85.505,1.3791,8905.1,8907.6
1464,1464.2,104.168,1.6801,8907.6,8910.2
1464.2,1464.4,80.668,1.3011,8910.2,8911.6
1464.4,1464.6,99.766,1.6091,8911.6,8913.8
1464.6,1464.8,83.955,1.3541,8913.8,8915.4
1464.8,1465,86.869,1.4011,8915.4,8917.3
1465,1465.2,68.329,1.1021,8917.3,8919.3
1465.2,1465.4,59.587,0.9611,8919.3,8920.9
1465.4,1465.6,97.286,1.5691,8920.9,8923
1465.6,1465.8,88.605,1.4291,8923,8924.4
1465.8,1466,99.022,1.5971,8924.4,8926.1
1466,1466.2,79.924,1.2891,8926.1,8928.8
1466.2,1466.42,74.592,1.2031,8928.8,8930.9
1466.42,1466.6,72.298,1.1661,8930.9,8932.5
1466.6,1466.8,62.873,1.0141,8932.5,8934.2
1466.8,1466.96,94.93,1.5311,8934.2,8935.8
1467,1467.2,69.756,1.1251,8936.2,8938.2
1467.2,1467.4,63.865,1.0301,8938.2,8940.1
1467.4,1467.6,81.102,1.3081,8940.1,8942.8
1467.6,1467.8,78.746,1.2701,8942.8,8944.6
1467.8,1468,88.667,1.4301,8944.6,8946.6
1468,1468.2,73.414,1.1841,8946.6,8948.5
1468.2,1468.4,99.952,1.6121,8948.5,8950.7
1468.4,1468.6,97.782,1.5771,8950.7,8952.8
1468.6,1468.8,79.18,1.2771,8952.8,8954.6
1468.8,1469,75.956,1.2251,8954.6,8956.7
1469,1469.2,98.65,1.5911,8956.7,8959.1
1469.2,1469.4,70.686,1.1401,8959.1,8961.2
1469.4,1469.6,115.329,1.8601,8961.2,8963.1
1469.6,1469.8,86.931,1.4021,8963.1,8964.8
1469.8,1470,99.952,1.6121,8964.8,8967.1
1470,1470.2,106.648,1.7201,8967.1,8968.6
1470.2,1470.4,92.139,1.4861,8968.6,8970.5
1470.4,1470.6,96.294,1.5531,8970.5,8972.7
1470.6,1470.8,68.763,1.1091,8972.7,8974.8
1470.8,1471,97.1,1.5661,8974.8,8977.3
1471,1471.2,73.104,1.1791,8977.3,8978.9
1471.2,1471.4,83.707,1.3501,8978.9,8980.7
1471.4,1471.6,93.875,1.5141,8980.7,8982.7
1471.6,1471.8,101.998,1.6451,8982.7,8985.3
1471.8,1472,86.125,1.3891,8985.3,8987.3
1472,1472.2,72.36,1.1671,8987.3,8988.9
1472.2,1472.4,84.513,1.3631,8988.9,8991.3
1472.4,1472.6,90.031,1.4521,8991.3,8992.7
1472.6,1472.8,99.022,1.5971,8992.7,8994.5
1472.8,1473,86.435,1.3941,8994.5,8997.2
1473,1473.2,95.116,1.5341,8997.2,8999.2
1473.2,1473.4,63.679,1.0271,8999.2,9001
1473.4,1473.6,93.069,1.5011,9001,9003.4
1473.6,1473.8,102.618,1.6551,9003.4,9004.7
1473.8,1474,119.607,1.9291,9004.7,9007.1
1474,1474.2,97.968,1.5801,9007.1,9008.7
1474.2,1474.4,87.179,1.4061,9008.7,9011
1474.4,1474.6,100.076,1.6141,9011,9013.2
1474.6,1474.8,72.67,1.1721,9013.2,9015.2
1474.8,1475,79.552,1.2831,9015.2,9017.6
1475,1475.2,66.221,1.0681,9017.6,9019.2
1475.2,1475.4,81.97,1.3221,9019.2,9021.1
1475.4,1475.6,84.203,1.3581,9021.1,9023.1
1475.6,1475.8,112.229,1.8101,9023.1,9025.4
1475.8,1476,89.101,1.4371,9025.4,9027.7
1476,1476.2,77.072,1.2431,9027.7,9030.1
1476.2,1476.4,72.67,1.1721,9030.1,9031.7
1476.4,1476.6,85.505,1.3791,9031.7,9033.9
1476.6,1476.8,73.29,1.1821,9033.9,9036.1
1476.8,1477,72.67,1.1721,9036.1,9038.3
1477,1477.2,71.678,1.1561,9038.3,9039.9
1477.2,1477.4,80.606,1.3001,9039.9,9041.9
1477.4,1477.6,83.707,1.3501,9041.9,9044
1477.6,1477.8,80.11,1.2921,9044,9046.4
1477.8,1478,82.343,1.3281,9046.4,9048.4
1478,1478.2,69.259,1.1171,9048.4,9049.9
1478.2,1478.4,78.808,1.2711,9049.9,9051.3
1478.4,1478.6,75.522,1.2181,9051.3,9053.1
1478.6,1478.8,61.633,0.9941,9053.1,9054.3
1478.8,1479,71.492,1.1531,9054.3,9056.2
1479,1479.2,53.2,0.8581,9056.2,9058.4
1479.2,1479.41,59.463,0.9591,9058.4,9060.5
1479.41,1479.6,77.382,1.2481,9060.5,9062.5
1479.6,1479.8,90.589,1.4611,9062.5,9064.5
1479.8,1480,78.622,1.2681,9064.5,9066.9
1480,1480.2,89.597,1.4451,9066.9,9068.8
1480.2,1480.4,75.46,1.2171,9068.8,9070.6
1480.4,1480.6,87.985,1.4191,9070.6,9072.3
1480.6,1480.8,65.415,1.0551,9072.3,9074.4
1480.8,1481,89.969,1.4511,9074.4,9076.3
1481,1481.2,89.783,1.4481,9076.3,9078.3
1481.2,1481.4,83.645,1.3491,9078.3,9080.3
1481.4,1481.6,80.73,1.3021,9080.3,9082.3
1481.6,1481.8,72.856,1.1751,9082.3,9084.4
1481.8,1482.08,95.922,1.5471,9084.4,9087.2
1482.08,1482.34,66.779,1.0771,9087.2,9089
1482.34,1482.58,75.088,1.2111,9089,9090.9
1482.58,1482.78,73.228,1.1811,9090.9,9093.2
1482.78,1482.96,71.43,1.1521,9093.2,9095.1
1482.96,1483.25,101.626,1.6391,9095.1,9097.1
1483.25,1483.55,73.786,1.1901,9097.1,9100.2
1483.55,1483.78,87.365,1.4091,9100.2,9102.6
1483.78,1484.05,103.176,1.6641,9102.6,9105.5
1484.05,1484.28,107.641,1.7361,9105.5,9108.1
1484.28,1484.42,98.712,1.5921,9108.1,9108.9
1484.42,1484.65,88.977,1.4351,9108.9,9111
1484.65,1484.85,76.204,1.2291,9111,9113.2
1484.85,1485.09,80.172,1.2931,9113.2,9115
1485.09,1485.3,70.996,1.1451,9115,9116.9
1485.3,1485.52,94.681,1.5271,9116.9,9118.9
1485.52,1485.7,80.544,1.2991,9118.9,9121.5
1485.7,1485.9,87.799,1.4161,9121.5,9123.1
1485.9,1486.1,43.651,0.7040,9123.1,9124.6
1486.1,1486.3,83.025,1.3391,9124.6,9126.1
1486.3,1486.51,116.879,1.8851,9126.1,9128.2
1486.51,1486.7,86.683,1.3981,9128.2,9130.5
1486.7,1486.92,88.295,1.4241,9130.5,9133
1486.92,1487.08,86.249,1.3911,9133,9134.7
1487.08,1487.3,96.852,1.5621,9134.7,9136.9
1487.3,1487.54,72.05,1.1621,9136.9,9139.4
1487.54,1487.79,91.023,1.4681,9139.4,9141.8
1487.79,1488,69.694,1.1241,9141.8,9144
1488,1488.2,92.883,1.4981,9144,9145.9
1488.2,1488.38,80.42,1.2971,9145.9,9148
1488.38,1488.54,92.635,1.4941,9148,9149.8
1488.54,1488.75,115.577,1.8641,9149.8,9152
1488.75,1488.9,87.489,1.4111,9152,9153.9
1488.9,1489.11,80.792,1.3031,9153.9,9156.2
1489.11,1489.32,87.427,1.4101,9156.2,9159.3
1489.32,1489.53,58.719,0.9471,9159.3,9161.3
1489.53,1489.74,77.32,1.2471,9161.3,9162.4
1489.74,1489.95,70.81,1.1421,9162.4,9164.1
1489.95,1490.16,84.947,1.3701,9164.1,9166.5
1490.16,1490.37,109.997,1.7741,9166.5,9168.4
1490.37,1490.58,90.837,1.4651,9168.4,9169.7
1490.58,1490.79,94.123,1.5181,9169.7,9172.1
1490.79,1491,77.94,1.2571,9172.1,9173.7
1491,1491.21,67.523,1.0891,9173.7,9175.8
1491.21,1491.42,92.883,1.4981,9175.8,9178.1
1491.42,1491.63,90.589,1.4611,9178.1,9179.9
1491.63,1491.84,83.955,1.3541,9179.9,9181.6
1491.84,1492.05,110.183,1.7771,9181.6,9183.8
1492.05,1492.27,93.627,1.5101,9183.8,9186.6
1492.27,1492.47,101.13,1.6311,9186.6,9189
1492.47,1492.68,88.171,1.4221,9189,9191
1492.68,1492.89,70.004,1.1291,9191,9193.1
1492.89,1493.1,91.147,1.4701,9193.1,9194.9
1493.1,1493.31,93.689,1.5111,9194.9,9197.3
1493.31,1493.52,90.279,1.4561,9197.3,9199.2
1493.52,1493.73,93.379,1.5061,9199.2,9201.7
1493.73,1493.94,99.704,1.6081,9201.7,9204.2
1493.94,1494.15,77.196,1.2451,9204.2,9206.6
1494.15,1494.36,83.025,1.3391,9206.6,9208.6
1494.36,1494.57,85.691,1.3821,9208.6,9211.1
1494.57,1494.78,105.346,1.6991,9211.1,9213.4
1494.78,1495,96.976,1.5641,9213.4,9216.3
1495,1495.2,91.147,1.4701,9216.3,9217.9
1495.2,1495.41,97.162,1.5671,9217.9,9220.6
1495.41,1495.62,92.015,1.4841,9220.6,9222.7
1495.62,1495.83,109.749,1.7701,9222.7,9225
1495.83,1496.04,116.445,1.8781,9225,9227.1
1496.04,1496.25,101.874,1.6431,9227.1,9229.4
1496.25,1496.46,88.419,1.4261,9229.4,9232.3
1496.46,1496.67,79.614,1.2841,9232.3,9234.6
1496.67,1496.88,102.556,1.6541,9234.6,9236.3
1496.88,1497.09,93.441,1.5071,9236.3,9238.5
1497.09,1497.3,88.357,1.4251,9238.5,9240.4
1497.3,1497.51,98.526,1.5891,9240.4,9242.9
1497.51,1497.72,79.8,1.2871,9242.9,9244.8
1497.72,1497.93,100.448,1.6201,9244.8,9247.2
1497.93,1498.14,85.443,1.3781,9247.2,9249.4
1498.14,1498.35,91.953,1.4831,9249.4,9251.4
1498.35,1498.56,74.654,1.2041,9251.4,9253.8
1498.56,1498.77,78.064,1.2591,9253.8,9255.7
1498.77,1499,102.494,1.6531,9255.7,9258.3
1499,1499.19,82.591,1.3321,9258.3,9259.6
1499.19,1499.4,88.605,1.4291,9259.6,9262.3
1499.4,1499.61,80.916,1.3051,9262.3,9264.8
1499.61,1499.82,85.257,1.3751,9264.8,9266.7
1499.82,1500,93.379,1.5061,9266.7,9268.8
1500,1500.24,85.381,1.3771,9268.8,9271.4
1500.24,1500.45,89.411,1.4421,9271.4,9273.2
1500.45,1500.66,97.782,1.5771,9273.2,9275.5
1500.66,1500.87,112.105,1.8081,9275.5,9278.1
1500.87,1501.08,71.926,1.1601,9278.1,9280.2
1501.08,1501.29,82.032,1.3231,9280.2,9282.3
1501.29,1501.5,96.418,1.5551,9282.3,9284.6
1501.5,1501.71,69.88,1.1271,9284.6,9286.6
1501.71,1501.92,88.171,1.4221,9286.6,9289
1501.92,1502.13,101.006,1.6291,9289,9291.7
1502.13,1502.34,86.249,1.3911,9291.7,9294.5
1502.34,1502.55,83.335,1.3441,9294.5,9296.3
1502.55,1502.76,81.908,1.3211,9296.3,9298.7
1502.76,1503,102.37,1.6511,9298.7,9302.3
1503,1503.2,122.398,1.9742,9302.3,9304.3
1503.2,1503.4,77.63,1.2521,9304.3,9306.6
1503.4,1503.6,75.46,1.2171,9306.6,9308.7
1503.6,1503.8,90.837,1.4651,9308.7,9310.4
1503.8,1504,87.489,1.4111,9310.4,9312.8
1504,1504.2,76.08,1.2271,9312.8,9314.1
1504.2,1504.4,90.589,1.4611,9314.1,9315.9
1504.4,1504.6,70.128,1.1311,9315.9,9318.2
1504.6,1504.8,99.704,1.6081,9318.2,9319.9
1504.8,1505,99.766,1.6091,9319.9,9321.5
1505,1505.2,79.738,1.2861,9321.5,9324
1505.2,1505.4,100.2,1.6161,9324,9325.7
1505.4,1505.6,73.91,1.1921,9325.7,9327.4
1505.6,1505.8,72.236,1.1651,9327.4,9329.7
1505.8,1506,70.438,1.1361,9329.7,9331.8
1506,1506.2,79.366,1.2801,9331.8,9333.9
1506.2,1506.4,116.693,1.8821,9333.9,9335.6
1506.4,1506.6,98.526,1.5891,9335.6,9338
1506.6,1506.79,94.557,1.5251,9338,9340
1506.79,1507,116.569,1.8801,9340,9342.1
1507,1507.2,90.713,1.4631,9342.1,9344.9
1507.2,1507.4,93.131,1.5021,9344.9,9347
1507.4,1507.6,82.343,1.3281,9347,9349.3
1507.6,1507.8,105.966,1.7091,9349.3,9351.6
1507.8,1508,117.685,1.8981,9351.6,9353.8
1508,1508.2,87.799,1.4161,9353.8,9355.6
1508.2,1508.4,83.397,1.3451,9355.6,9357.8
1508.4,1508.6,108.757,1.7541,9357.8,9359.6
1508.6,1508.8,85.753,1.3831,9359.6,9361.7
1508.8,1509,91.705,1.4791,9361.7,9364.2
1509,1509.2,97.782,1.5771,9364.2,9365.8
1509.2,1509.4,95.922,1.5471,9365.8,9367.8
1509.4,1509.6,76.638,1.2361,9367.8,9369.7
1509.6,1509.8,96.232,1.5521,9369.7,9371.4
1509.8,1510,111.361,1.7961,9371.4,9374
1510,1510.17,88.605,1.4291,9374,9375.9
1510.18,1510.4,78.84,1.2716,9376,9379
1510.4,1510.6,88.35,1.4250,9379,9381.3
1510.6,1510.8,83.76,1.3510,9381.3,9383.2
1510.8,1511,46.37,0.7479,9383.2,9385.5
1511,1511.2,94.32,1.5213,9385.5,9387.9
1511.2,1511.4,107.38,1.7319,9387.9,9390.2
1511.4,1511.6,135.79,2.1902,9390.2,9392.4
1511.6,1511.8,72.17,1.1640,9392.4,9394.2
1511.8,1512,93.81,1.5131,9394.2,9396.4
1512,1512.2,86.1,1.3887,9396.4,9398.8
1512.2,1512.4,83.92,1.3535,9398.8,9400.8
1512.4,1512.6,67.37,1.0866,9400.8,9402.8
1512.6,1512.8,79.07,1.2753,9402.8,9404.7
1512.8,1513,74.04,1.1942,9404.7,9407.1
1513,1513.2,87.72,1.4148,9407.1,9409.1
1513.2,1513.4,93.39,1.5063,9409.1,9411.3
1513.4,1513.6,66.94,1.0797,9411.3,9413.8
1513.6,1513.8,69.1,1.1145,9413.8,9415.9
1513.8,1514,94.2,1.5194,9415.9,9417.7
1514,1514.2,83.32,1.3439,9417.7,9419.6
1514.2,1514.4,85.01,1.3711,9419.6,9421.8
1514.4,1514.6,84.51,1.3631,9421.8,9424.2
1514.6,1514.8,73,1.1774,9424.2,9426.3
1514.8,1515,69.07,1.1140,9426.3,9428.3
1515,1515.2,70.48,1.1368,9428.3,9430.2
1515.2,1515.4,77.6,1.2516,9430.2,9432.1
1515.4,1515.6,104.44,1.6845,9432.1,9434.4
1515.6,1515.8,96.72,1.5600,9434.4,9436.6
1515.8,1516,78.82,1.2713,9436.6,9438.8
1516,1516.2,82.78,1.3352,9438.8,9440.9
1516.2,1516.4,102.27,1.6495,9440.9,9443
1516.4,1516.6,84.1,1.3565,9443,9445
1516.6,1516.8,86.05,1.3879,9445,9447
1516.8,1516.97,76.27,1.2302,9447,9448.7
1516.97,1517.2,74.08,1.1948,9448.7,9451
1517.2,1517.4,88.38,1.4255,9451,9453
1517.4,1517.6,71.1,1.1468,9453,9455.1
1517.6,1517.8,88.61,1.4292,9455.1,9457.2
1517.8,1518,102.09,1.6466,9457.2,9459.4
1518,1518.2,71.07,1.1463,9459.4,9461.6
1518.2,1518.4,75.21,1.2131,9461.6,9464.1
1518.4,1518.6,74.94,1.2087,9464.1,9466.3
